player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-05-15,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-05-13,Valencia Basket,D 64-81,2026-05-15,23.77,8.0,4.0,8.0,50.0,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,-20.0,5.0,Panathinaikos,2.0,3.0
252481,Mathias Lessort,eurobasket,Greek League,2025-26,2026-04-25,Mykonos,V 97-76,2026-05-15,20.0,10.0,2.0,4.0,50.0,0.0,0.0,,6.0,8.0,75.0,0.0,5.0,5.0,1.0,3.0,0.0,1.0,4.0,,19.0,Panathinaikos,,
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-05-05,Olympiacos Piraeus,D 82-105,2026-05-15,14.27,2.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,-20.0,-6.0,AS Monaco,0.0,0.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-05-10,Paris,D 95-123,2026-05-15,6.0,3.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,AS Monaco,,
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-05-10,Bosna Bh Telecom,V 87-73,2026-05-15,20.43,7.0,0.0,1.0,0.0,2.0,5.0,40.0,1.0,2.0,50.0,1.0,7.0,8.0,0.0,4.0,3.0,0.0,5.0,7.0,8.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-04-24,AS Monaco,D 70-79,2026-05-15,17.92,10.0,2.0,3.0,66.7,2.0,6.0,33.3,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,-1.0,3.0,FC Barcelona,1.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-05-13,Coviran Granada,D 21-19,2026-05-15,21.88,9.0,4.0,4.0,100.0,0.0,4.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,-5.0,8.0,FC Barcelona,0.0,2.0
P011305,Tyson Carter,euroleague,EuroLeague,E2025,2026-04-21,FC Barcelona,D 72-80,2026-05-15,15.3,3.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Crvena zvezda,0.0,3.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-05-07,Cedevita Ol.,V 101-92,2026-05-15,26.0,17.0,4.0,5.0,80.0,3.0,6.0,50.0,0.0,0.0,,2.0,0.0,2.0,5.0,0.0,4.0,0.0,3.0,,15.0,Crvena zvezda,,
20213230,Yankuba Sima,acb,ACB,2025-26,2026-05-10,Kosner Baskonia,D 20-23,2026-05-15,7.55,4.0,1.0,3.0,33.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0,-19.0,2.0,Valencia Basket,1.0,1.0
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-05-13,Panathinaikos AKTOR Athens,V 81-64,2026-05-15,26.53,9.0,3.0,7.0,42.9,1.0,3.0,33.3,0.0,0.0,,2.0,5.0,7.0,5.0,2.0,2.0,0.0,1.0,20.0,14.0,Valencia Basket,1.0,1.0
30001981,Kameron Taylor,acb,ACB,2025-26,2026-05-10,Kosner Baskonia,D 86-88,2026-05-15,8.45,10.0,5.0,8.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,-8.0,8.0,Valencia Basket,1.0,0.0
