player_id,player_name,team,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val
P003842,Mathias Lessort,Panathinaikos,euroleague,EuroLeague,E2025,2026-03-20,Crvena Zvezda Meridianbet Belgrade,V 82-74,2026-03-22,17.08,3.0,0.0,1.0,0.0,0.0,0.0,,3.0,4.0,75.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,-8.0,4.0
P000848,Nemanja Nedović,AS Monaco,euroleague,EuroLeague,E2025,2026-03-19,Anadolu Efes Istanbul,V 98-93,2026-03-22,13.58,7.0,0.0,2.0,0.0,1.0,4.0,25.0,4.0,4.0,100.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,-7.0,5.0
P010581,Dylan Osetkowski,Partizan Mozzart Bet,euroleague,EuroLeague,E2025,2026-03-19,Paris Basketball,V 90-81,2026-03-22,15.57,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,-4.0
P009992,Darío Brizuela,FC Barcelona,euroleague,EuroLeague,E2025,2026-03-19,Valencia Basket,V 66-62,2026-03-22,20.48,7.0,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,,2.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,18.0,4.0
20209919,Darío Brizuela,FC Barcelona,acb,ACB,2025-26,2026-03-15,Asisa Joventut,84-72,2026-03-22,15.15,11.0,2.0,2.0,100.0,2.0,4.0,50.0,1.0,2.0,50.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,-5.0,7.0
P011305,Tyson Carter,Crvena zvezda,euroleague,EuroLeague,E2025,2026-03-20,Panathinaikos AKTOR Athens,D 74-82,2026-03-22,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P005596,Yankuba Sima,Valencia Basket,euroleague,EuroLeague,E2025,2026-03-19,FC Barcelona,D 62-66,2026-03-22,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20213230,Yankuba Sima,Valencia Basket,acb,ACB,2025-26,2026-02-15,MoraBanc And,75-107,2026-03-22,7.85,2.0,1.0,3.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0
30001981,Kameron Taylor,Valencia Basket,acb,ACB,2025-26,2026-02-15,MoraBanc And,75-107,2026-03-22,15.2,22.0,2.0,3.0,66.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,21.0
20210659,Giorgi Shermadini,Lenovo Tenerife,acb,ACB,2025-26,2026-03-21,Unicaja,70-95,2026-03-22,18.93,7.0,3.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,Lenovo Tenerife,bcl,BCL,2025-26,2026-03-11,Gran Canaria,,2026-03-22,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11.0,1.0
20210707,Rubén Guerrero,MoraBanc Andorra,acb,ACB,2025-26,2026-03-21,Surne Bilbao,98-102,2026-03-22,5.07,4.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
20200277,Augusto Lima,San Pablo Burgos,acb,ACB,2025-26,2026-02-14,UCAM Murcia,101-82,2026-03-22,2.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
P003840,Axel Bouteille,Budućnost VOLI,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-03-22,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0
5313012,Mario Saint-Supéry,Gonzaga Bulldogs,ncaa_espn,NCAA,2025-26,2026-03-21,vs 11 TEX,L 74-68,2026-03-22,31.0,9.0,2.0,2.0,100.0,1.0,6.0,16.7,2.0,2.0,100.0,,,2.0,5.0,0.0,1.0,0.0,1.0,,
20204124,Jaime Fernández,Lenovo Tenerife,acb,ACB,2025-26,2026-03-21,Unicaja,70-95,2026-03-22,18.32,14.0,1.0,1.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,19.0,21.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,Lenovo Tenerife,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,,2026-03-22,20.0,7.0,2.0,4.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0
