player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-06-10,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-05-13,Valencia Basket,D 64-81,2026-06-10,23.77,8.0,4.0,8.0,50.0,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,-20.0,5.0,Panathinaikos,2.0,3.0
252481,Mathias Lessort,eurobasket,Greek League,2025-26,2026-06-08,Olympiacos,D 92-102,2026-06-10,24.0,11.0,5.0,5.0,100.0,0.0,0.0,,1.0,2.0,50.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,,20.0,Panathinaikos,,
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-05-05,Olympiacos Piraeus,D 82-105,2026-06-10,14.27,2.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,-20.0,-6.0,AS Monaco,0.0,0.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-06-08,Nanterre,V 89-78,2026-06-10,17.0,4.0,1.0,2.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,,1.0,AS Monaco,,
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-06-06,Dubai Basketball,D 81-86,2026-06-10,22.22,6.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,5.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-04-24,AS Monaco,D 70-79,2026-06-10,17.92,10.0,2.0,3.0,66.7,2.0,6.0,33.3,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,-1.0,3.0,FC Barcelona,1.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-06-09,La Laguna TFE,V 28-17,2026-06-10,16.95,18.0,4.0,5.0,80.0,3.0,5.0,60.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,17.0,FC Barcelona,0.0,1.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-05-21,Partizan,D 78-89,2026-06-10,16.0,2.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,-1.0,Crvena zvezda,,
20213230,Yankuba Sima,acb,ACB,2025-26,2026-06-05,Surne Bilbao,V 25-29,2026-06-10,11.28,2.0,1.0,3.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-9.0,-1.0,Valencia Basket,0.0,0.0
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-05-22,Real Madrid,D 90-105,2026-06-10,30.63,11.0,4.0,5.0,80.0,1.0,4.0,25.0,0.0,0.0,,3.0,3.0,6.0,4.0,0.0,5.0,0.0,4.0,-6.0,12.0,Valencia Basket,0.0,4.0
30001981,Kameron Taylor,acb,ACB,2025-26,2026-06-05,Surne Bilbao,V 71-88,2026-06-10,21.87,15.0,2.0,5.0,40.0,3.0,7.0,43.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,14.0,14.0,Valencia Basket,0.0,1.0
