player_id,player_name,team,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val
20210585,Francis Alonso,San Pablo Burgos,acb,ACB,2025-26,2026-01-17,MoraBanc And-Río Breogán,101-104,2026-03-13,24.8,28.0,5.0,5.0,100.0,4.0,9.0,44.0,6.0,7.0,85.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,14.0,32.0
20210659,Giorgi Shermadini,Lenovo Tenerife,acb,ACB,2025-26,2026-01-17,Surne Bilbao-La Laguna TFE,95-78,2026-03-13,16.83,13.0,6.0,10.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,4.0,6.0,1.0,0.0,3.0,0.0,0.0,-12.0,7.0
20204124,Jaime Fernández,Lenovo Tenerife,acb,ACB,2025-26,2026-01-17,Surne Bilbao-La Laguna TFE,95-78,2026-03-13,26.15,20.0,1.0,5.0,20.0,6.0,6.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,18.0
5313012,Mario Saint-Supéry,Gonzaga Bulldogs,ncaa_espn,NCAA,2025-26,2026-01-17,@ SEA,W 71-50,2026-03-13,24.0,20.0,3.0,4.0,75.0,4.0,6.0,66.7,2.0,2.0,100.0,,,1.0,4.0,2.0,3.0,0.0,1.0,,
20210707,Rubén Guerrero,MoraBanc Andorra,acb,ACB,2025-26,2026-01-17,MoraBanc And-Río Breogán,101-104,2026-03-13,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0
20211625,Tim Abromaitis,Lenovo Tenerife,acb,ACB,2025-26,2026-01-17,Surne Bilbao-La Laguna TFE,95-78,2026-03-13,28.68,11.0,0.0,1.0,0.0,3.0,6.0,50.0,2.0,2.0,100.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-11.0,10.0
30000049,Melvin Ejim,Hiopos Lleida,acb,ACB,2025-26,2026-01-17,Dreamland GC-Hiopos Lleida,50-68,2026-03-23,19.05,9.0,3.0,5.0,60.0,0.0,2.0,0.0,3.0,3.0,100.0,9.0,1.0,10.0,1.0,2.0,2.0,0.0,4.0,20.0,15.0
26892,Mindaugas Kuzminskas,AEK BC,eurobasket,Greek League,2025-26,2026-01-17,Karditsas,79-71,2026-03-24,19.0,8.0,3.0,5.0,60.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,,4.0
130801,Nemanja Nedović,AS Monaco,eurobasket,LNB Pro A,2025-26,2026-01-17,Limoges,99-88,2026-03-24,10.0,3.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,,6.0
5073,Axel Bouteille,Budućnost VOLI,aba,ABA League,2025-26,2026-01-17,C. Olimpija-Budućnost,V 83-72,2026-03-24,16.33,6.0,0.0,2.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,-1.0,3.0
