player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-05-20,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-05-13,Valencia Basket,D 64-81,2026-05-20,23.77,8.0,4.0,8.0,50.0,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,-20.0,5.0,Panathinaikos,2.0,3.0
252481,Mathias Lessort,eurobasket,Greek League,2025-26,2026-05-17,Mykonos,V 90-76,2026-05-20,17.0,18.0,5.0,7.0,71.4,0.0,0.0,,8.0,11.0,72.7,2.0,2.0,4.0,0.0,1.0,2.0,1.0,4.0,,19.0,Panathinaikos,,
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-05-05,Olympiacos Piraeus,D 82-105,2026-05-20,14.27,2.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,-20.0,-6.0,AS Monaco,0.0,0.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-05-10,Paris,D 95-123,2026-05-20,6.0,3.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,AS Monaco,,
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-05-18,Crvena Zvezda Meridianbet,V 100-94,2026-05-20,20.62,7.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,12.0,4.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-04-24,AS Monaco,D 70-79,2026-05-20,17.92,10.0,2.0,3.0,66.7,2.0,6.0,33.3,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,-1.0,3.0,FC Barcelona,1.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-05-17,La Laguna TFE,V 17-24,2026-05-20,12.78,9.0,2.0,3.0,67.0,1.0,3.0,33.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,-2.0,7.0,FC Barcelona,0.0,1.0
P011305,Tyson Carter,euroleague,EuroLeague,E2025,2026-04-21,FC Barcelona,D 72-80,2026-05-20,15.3,3.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Crvena zvezda,0.0,3.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-05-18,Partizan,D 94-100,2026-05-20,28.0,9.0,1.0,4.0,25.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,,10.0,Crvena zvezda,,
