player_id,player_name,team,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,Lenovo Tenerife,bcl,BCL,2025-26,2026-03-11,Gran Canaria,V 79-76,2026-03-18,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11.0,1.0
20210707,Rubén Guerrero,MoraBanc Andorra,acb,ACB,2025-26,2026-03-15,Bàsquet Girona,D 82-75,2026-03-18,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0
20200277,Augusto Lima,San Pablo Burgos,acb,ACB,2025-26,2026-02-14,UCAM Murcia,D 101-82,2026-03-18,2.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
P003840,Axel Bouteille,Budućnost VOLI,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-03-18,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0
aek-bc/161021-mindaugas-kuzminskas,Mindaugas Kuzminskas,AEK BC,bcl,BCL,2025-26,2026-03-11,Tofas Bursa,V 93-88,2026-03-18,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0
5313012,Mario Saint-Supéry,Gonzaga Bulldogs,ncaa_espn,NCAA,2025-26,2026-03-10,vs SCU,V 79-68,2026-03-18,31.0,21.0,0.0,0.0,,6.0,12.0,50.0,3.0,4.0,75.0,,,5.0,4.0,0.0,3.0,1.0,3.0,,
20204124,Jaime Fernández,Lenovo Tenerife,acb,ACB,2025-26,2026-03-14,Valencia Basket,V 89-71,2026-03-18,23.63,10.0,2.0,3.0,66.0,2.0,6.0,33.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,1.0,2.0,0.0,2.0,7.0,11.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,Lenovo Tenerife,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-18,20.0,7.0,2.0,4.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0
20211625,Tim Abromaitis,Lenovo Tenerife,acb,ACB,2025-26,2026-03-14,Valencia Basket,V 89-71,2026-03-18,13.72,5.0,1.0,1.0,100.0,1.0,3.0,33.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
la-laguna-tenerife/201675-tim-abromaitis,Tim Abromaitis,Lenovo Tenerife,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-18,20.0,9.0,3.0,4.0,75.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,-9.0,8.0
30000479,Yannick Nzosa,San Pablo Burgos,acb,ACB,2025-26,2026-03-15,Kosner Baskonia,V 107-96,2026-03-18,6.08,4.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
20210585,Francis Alonso,San Pablo Burgos,acb,ACB,2025-26,2026-03-14,Surne Bilbao,D 100-90,2026-03-18,20.68,9.0,2.0,5.0,40.0,1.0,3.0,33.0,2.0,2.0,100.0,1.0,1.0,2.0,4.0,0.0,4.0,0.0,3.0,-11.0,6.0
