player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-04-19,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-04-17,Anadolu Efes Istanbul,V 97-62,2026-04-19,20.9,14.0,6.0,9.0,66.7,0.0,0.0,,2.0,3.0,66.7,3.0,4.0,7.0,2.0,2.0,1.0,0.0,2.0,20.0,20.0,Panathinaikos,0.0,2.0
252481,Mathias Lessort,eurobasket,Greek League,2025-26,2026-03-30,Olympiacos,D 94-101,2026-04-19,29.0,10.0,3.0,7.0,42.9,0.0,0.0,,4.0,4.0,100.0,1.0,5.0,6.0,3.0,2.0,1.0,0.0,4.0,,17.0,Panathinaikos,,
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-03-29,Le Mans,V 99-85,2026-04-19,26.0,13.0,0.0,2.0,0.0,3.0,5.0,60.0,4.0,4.0,100.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,3.0,,13.0,AS Monaco,,
P010581,Dylan Osetkowski,euroleague,EuroLeague,E2025,2026-04-16,Kosner Baskonia Vitoria-Gasteiz,V 91-79,2026-04-19,16.9,8.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,8.0,Partizan Mozzart Bet,0.0,0.0
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-04-12,Cedevita Olimpija,V 85-79,2026-04-19,25.35,4.0,0.0,3.0,0.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-04-17,FC Bayern Munich,V 95-69,2026-04-19,12.95,16.0,5.0,6.0,83.3,2.0,4.0,50.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,17.0,11.0,FC Barcelona,0.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-04-12,Surne Bilbao,V 90-61,2026-04-19,16.82,9.0,1.0,2.0,50.0,2.0,7.0,29.0,1.0,2.0,50.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,13.0,6.0,FC Barcelona,0.0,1.0
P011305,Tyson Carter,euroleague,EuroLeague,E2025,2026-04-16,Real Madrid,D 82-103,2026-04-19,10.03,3.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,Crvena zvezda,0.0,0.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-04-13,Cluj Napoca,V 86-76,2026-04-19,20.0,11.0,1.0,4.0,25.0,3.0,7.0,42.9,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,7.0,Crvena zvezda,,
20213230,Yankuba Sima,acb,ACB,2025-26,2026-04-12,Unicaja,V 89-96,2026-04-19,7.02,5.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,Valencia Basket,0.0,0.0
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-04-17,Dubai Basketball,V 95-85,2026-04-19,15.98,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,10.0,6.0,Valencia Basket,0.0,3.0
30001981,Kameron Taylor,acb,ACB,2025-26,2026-04-12,Unicaja,V 89-96,2026-04-19,20.95,5.0,2.0,3.0,67.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,4.0,4.0,3.0,0.0,5.0,0.0,3.0,-7.0,2.0,Valencia Basket,0.0,2.0
20210659,Giorgi Shermadini,acb,ACB,2025-26,2026-04-11,Bàsquet Girona,V 97-94,2026-04-19,12.52,7.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,Lenovo Tenerife,0.0,2.0
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,bcl,BCL,2025-26,2026-04-15,Galatasaray,V 99-59,2026-04-19,19.0,20.0,5.0,6.0,83.3,0.0,0.0,0.0,10.0,10.0,100.0,4.0,10.0,14.0,3.0,0.0,1.0,0.0,2.0,38.0,35.0,Lenovo Tenerife,,
20210707,Rubén Guerrero,acb,ACB,2025-26,2026-04-18,UCAM Murcia,D 89-95,2026-04-19,7.47,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,-6.0,8.0,MoraBanc Andorra,0.0,0.0
FUENLABRADA/LIMA,Augusto Lima,feb,LEB Oro,2025-26,2026-04-18,Leyma Coruña,V 75-74,2026-04-19,18.77,8.0,3.0,7.0,42.9,0.0,0.0,0.0,2.0,4.0,50.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,-19.0,8.0,Fuenlabrada,1.0,2.0
P003840,Axel Bouteille,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-04-19,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0,Budućnost VOLI,0.0,1.0
5073,Axel Bouteille,aba,ABA League,2025-26,2026-04-13,Dubai Basketball,D 78-89,2026-04-19,21.7,5.0,2.0,3.0,66.7,0.0,4.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,-8.0,3.0,Budućnost VOLI,,
26892,Mindaugas Kuzminskas,eurobasket,Greek League,2025-26,2026-03-22,Iraklis,V 100-87,2026-04-19,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,-1.0,AEK BC,,
1076,Dragan Milosavljević,aba,ABA League,2025-26,2026-04-11,Bosna Bh Telecom,V 89-86,2026-04-19,27.98,12.0,6.0,8.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,-2.0,10.0,Igokea m:tel,,
201473,Kyle Wiltjer,eurobasket,Lega A,2025-26,2026-04-11,Brescia,D 74-89,2026-04-19,24.0,4.0,1.0,2.0,50.0,0.0,0.0,,2.0,2.0,100.0,2.0,4.0,6.0,1.0,2.0,1.0,0.0,3.0,,8.0,Umana Reyer Venezia,,
P008052,Kyle Wiltjer,eurocup,EuroCup,U2025,2026-03-11,Dolomiti Energia Trento,D 90-94,2026-04-19,25.03,16.0,7.0,12.0,58.3,0.0,4.0,0.0,2.0,2.0,100.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,3.0,-6.0,12.0,Umana Reyer Venezia,0.0,2.0
5313012,Mario Saint-Supéry,ncaa_espn,NCAA,2025-26,2026-03-21,vs 11 TEX,D 74-68,2026-04-19,31.0,9.0,2.0,2.0,100.0,1.0,6.0,16.7,2.0,2.0,100.0,,,2.0,5.0,0.0,1.0,0.0,1.0,,,Gonzaga Bulldogs,,
20204124,Jaime Fernández,acb,ACB,2025-26,2026-04-11,Bàsquet Girona,V 97-94,2026-04-19,20.48,9.0,1.0,3.0,33.0,1.0,5.0,20.0,4.0,4.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,-7.0,6.0,Lenovo Tenerife,0.0,3.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,bcl,BCL,2025-26,2026-04-15,Galatasaray,V 99-59,2026-04-19,19.0,19.0,1.0,6.0,16.7,4.0,5.0,80.0,5.0,5.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,10.0,18.0,Lenovo Tenerife,,
20211625,Tim Abromaitis,acb,ACB,2025-26,2026-04-11,Bàsquet Girona,V 97-94,2026-04-19,22.87,5.0,1.0,2.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,17.0,8.0,Lenovo Tenerife,0.0,3.0
