player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-06-12,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-05-13,Valencia Basket,D 64-81,2026-06-12,23.77,8.0,4.0,8.0,50.0,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,-20.0,5.0,Panathinaikos,2.0,3.0
252481,Mathias Lessort,eurobasket,Greek League,2025-26,2026-06-10,Olympiacos,V 93-86,2026-06-12,34.0,8.0,3.0,4.0,75.0,0.0,0.0,,2.0,4.0,50.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,2.0,,17.0,Panathinaikos,,
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-05-05,Olympiacos Piraeus,D 82-105,2026-06-12,14.27,2.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,-20.0,-6.0,AS Monaco,0.0,0.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-06-08,Nanterre,V 89-78,2026-06-12,17.0,4.0,1.0,2.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,,1.0,AS Monaco,,
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-06-10,Dubai Basketball,V 84-70,2026-06-12,28.05,9.0,0.0,0.0,0.0,3.0,7.0,42.9,0.0,0.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,2.0,20.0,12.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-04-24,AS Monaco,D 70-79,2026-06-12,17.92,10.0,2.0,3.0,66.7,2.0,6.0,33.3,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,-1.0,3.0,FC Barcelona,1.0,1.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-05-21,Partizan,D 78-89,2026-06-12,16.0,2.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,-1.0,Crvena zvezda,,
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-05-22,Real Madrid,D 90-105,2026-06-12,30.63,11.0,4.0,5.0,80.0,1.0,4.0,25.0,0.0,0.0,,3.0,3.0,6.0,4.0,0.0,5.0,0.0,4.0,-6.0,12.0,Valencia Basket,0.0,4.0
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,bcl,BCL,2025-26,2026-05-09,Unicaja,D 80-85,2026-06-12,22.0,14.0,6.0,7.0,85.7,0.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,-13.0,16.0,Lenovo Tenerife,,
P003840,Axel Bouteille,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-06-12,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0,Budućnost VOLI,0.0,1.0
5073,Axel Bouteille,aba,ABA League,2025-26,2026-05-28,Dubai Basketball,D 77-103,2026-06-12,17.03,6.0,0.0,0.0,0.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,-25.0,-3.0,Budućnost VOLI,,
26892,Mindaugas Kuzminskas,eurobasket,Greek League,2025-26,2026-05-30,Olympiacos,D 68-95,2026-06-12,10.0,4.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,AEK BC,,
1076,Dragan Milosavljević,aba,ABA League,2025-26,2026-05-03,Spartak Office Shoes,D 68-80,2026-06-12,11.12,4.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,-6.0,2.0,Igokea m:tel,,
ESTUDIANTES/GRANGER,Jayson Granger,feb,LEB Oro,2025-26,2026-06-07,Leyma Coruña,D 97-100,2026-06-12,34.13,17.0,2.0,6.0,33.3,3.0,8.0,37.5,4.0,4.0,100.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,-7.0,14.0,CB Estudiantes,0.0,5.0
ESTUDIANTES/SALIN,Sasu Salin,feb,LEB Oro,2025-26,2026-06-07,Leyma Coruña,D 97-100,2026-06-12,6.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,CB Estudiantes,0.0,0.0
201473,Kyle Wiltjer,eurobasket,Lega A,2025-26,2026-06-11,Milano,D 80-100,2026-06-12,28.0,8.0,1.0,4.0,25.0,0.0,3.0,0.0,6.0,6.0,100.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,,5.0,Umana Reyer Venezia,,
P008052,Kyle Wiltjer,eurocup,EuroCup,U2025,2026-03-11,Dolomiti Energia Trento,D 90-94,2026-06-12,25.03,16.0,7.0,12.0,58.3,0.0,4.0,0.0,2.0,2.0,100.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,3.0,-6.0,12.0,Umana Reyer Venezia,0.0,2.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,bcl,BCL,2025-26,2026-05-09,Unicaja,,2026-06-12,22.0,13.0,1.0,5.0,20.0,2.0,6.0,33.3,5.0,6.0,83.3,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,8.0,Lenovo Tenerife,,
3857,Aleksa Avramović,aba,ABA League,2025-26,2026-06-10,Partizan Mozzart Bet,D 70-84,2026-06-12,6.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-11.0,0.0,Dubai Basketball,,
136973,Jeffrey Brooks,eurobasket,Lega A,2025-26,2026-02-08,Tortona,D 99-104,2026-06-12,21.0,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,,8.0,Pallacanestro Trieste,,
pallacanestro-trieste/192665-jeff-brooks,Jeffrey Brooks,bcl,BCL,2025-26,2026-02-11,Gran Canaria,D 70-94,2026-06-12,22.0,5.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,-12.0,5.0,Pallacanestro Trieste,,
unicaja/348156-xavier-castaneda,Xavier Castañeda,bcl,BCL,2025-26,2025-12-17,Karditsa,V 115-84,2026-06-12,13.0,3.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,-5.0,6.0,Unicaja,,
