player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-03-28,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-03-27,AS Monaco,V 107-97,2026-03-28,24.88,9.0,4.0,6.0,66.7,0.0,0.0,,1.0,1.0,100.0,3.0,5.0,8.0,2.0,2.0,2.0,0.0,2.0,5.0,17.0,Panathinaikos,0.0,2.0
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-03-27,Panathinaikos AKTOR Athens,D 97-107,2026-03-28,18.95,15.0,1.0,3.0,33.3,3.0,5.0,60.0,4.0,4.0,100.0,1.0,3.0,4.0,1.0,0.0,3.0,0.0,1.0,-10.0,14.0,AS Monaco,0.0,2.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-03-21,Gravelines,V 89-77,2026-03-28,19.0,4.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,,1.0,AS Monaco,,
P010581,Dylan Osetkowski,euroleague,EuroLeague,E2025,2026-03-27,Valencia Basket,V 110-104,2026-03-28,40.6,14.0,3.0,7.0,42.9,2.0,6.0,33.3,2.0,2.0,100.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,5.0,12.0,Partizan Mozzart Bet,1.0,2.0
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-03-22,Crvena Zvezda Meridianbet,D 96-100,2026-03-28,22.72,6.0,1.0,5.0,20.0,1.0,5.0,20.0,1.0,2.0,50.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,-2.0,0.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-03-27,Crvena Zvezda Meridianbet Belgrade,V 92-88,2026-03-28,16.0,5.0,1.0,2.0,50.0,1.0,4.0,25.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,10.0,2.0,FC Barcelona,0.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-03-22,Real Madrid,D 16-31,2026-03-28,16.7,7.0,2.0,5.0,40.0,0.0,3.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,-5.0,8.0,FC Barcelona,0.0,6.0
P011305,Tyson Carter,euroleague,EuroLeague,E2025,2026-03-27,FC Barcelona,D 88-92,2026-03-28,14.9,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,-2.0,Crvena zvezda,0.0,0.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-03-22,Partizan,V 100-96,2026-03-28,7.0,3.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,-1.0,Crvena zvezda,,
20213230,Yankuba Sima,acb,ACB,2025-26,2026-03-22,Coviran Granada,V 107-91,2026-03-28,9.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,Valencia Basket,0.0,1.0
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-03-27,Partizan Mozzart Bet Belgrade,D 104-110,2026-03-28,32.8,18.0,4.0,5.0,80.0,2.0,2.0,100.0,4.0,6.0,66.7,1.0,5.0,6.0,4.0,2.0,3.0,0.0,3.0,9.0,25.0,Valencia Basket,0.0,4.0
30001981,Kameron Taylor,acb,ACB,2025-26,2026-02-15,MoraBanc And,V 75-107,2026-03-28,15.2,22.0,2.0,3.0,67.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,21.0,Valencia Basket,0.0,0.0
20210659,Giorgi Shermadini,acb,ACB,2025-26,2026-03-21,Unicaja,V 70-95,2026-03-28,18.93,7.0,3.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,Lenovo Tenerife,0.0,3.0
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,bcl,BCL,2025-26,2026-03-11,Gran Canaria,V 79-76,2026-03-28,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11.0,1.0,Lenovo Tenerife,,
20210707,Rubén Guerrero,acb,ACB,2025-26,2026-03-21,Surne Bilbao,D 98-102,2026-03-28,5.07,4.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,MoraBanc Andorra,0.0,1.0
20200277,Augusto Lima,acb,ACB,2025-26,2026-02-14,UCAM Murcia,D 101-82,2026-03-28,2.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,San Pablo Burgos,0.0,1.0
P003840,Axel Bouteille,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-03-28,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0,Budućnost VOLI,0.0,1.0
5073,Axel Bouteille,aba,ABA League,2025-26,2026-03-21,Dubai Basketball,D 78-95,2026-03-28,25.8,7.0,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,-7.0,11.0,Budućnost VOLI,,
26892,Mindaugas Kuzminskas,eurobasket,Greek League,2025-26,2026-03-22,Iraklis,V 100-87,2026-03-28,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,-1.0,AEK BC,,
1076,Dragan Milosavljević,aba,ABA League,2025-26,2026-03-22,Cedevita Olimpija,V 81-77,2026-03-28,28.35,11.0,2.0,3.0,66.7,1.0,1.0,100.0,4.0,7.0,57.1,0.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,4.0,11.0,Igokea m:tel,,
201473,Kyle Wiltjer,eurobasket,Lega A,2025-26,2026-03-22,Trieste,V 84-78,2026-03-28,19.0,2.0,1.0,2.0,50.0,0.0,5.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,-4.0,Umana Reyer Venezia,,
P008052,Kyle Wiltjer,eurocup,EuroCup,U2025,2026-03-11,Dolomiti Energia Trento,D 90-94,2026-03-28,25.03,16.0,7.0,12.0,58.3,0.0,4.0,0.0,2.0,2.0,100.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,3.0,-6.0,12.0,Umana Reyer Venezia,0.0,2.0
5313012,Mario Saint-Supéry,ncaa_espn,NCAA,2025-26,2026-03-21,vs 11 TEX,D 74-68,2026-03-28,31.0,9.0,2.0,2.0,100.0,1.0,6.0,16.7,2.0,2.0,100.0,,,2.0,5.0,0.0,1.0,0.0,1.0,,,Gonzaga Bulldogs,,
20204124,Jaime Fernández,acb,ACB,2025-26,2026-03-21,Unicaja,V 70-95,2026-03-28,18.32,14.0,1.0,1.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,19.0,21.0,Lenovo Tenerife,0.0,3.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-28,20.0,7.0,2.0,4.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0,Lenovo Tenerife,,
20211625,Tim Abromaitis,acb,ACB,2025-26,2026-03-21,Unicaja,V 70-95,2026-03-28,11.57,2.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,19.0,2.0,Lenovo Tenerife,0.0,0.0
la-laguna-tenerife/201675-tim-abromaitis,Tim Abromaitis,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-28,20.0,9.0,3.0,4.0,75.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,-9.0,8.0,Lenovo Tenerife,,
30000479,Yannick Nzosa,acb,ACB,2025-26,2026-03-21,Casademont Zgz,D 108-98,2026-03-28,5.9,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,-1.0,5.0,San Pablo Burgos,0.0,0.0
