player_id,player_name,team,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val
P010581,Dylan Osetkowski,Partizan Mozzart Bet,euroleague,EuroLeague,E2025,2025-11-21,Fenerbahce Beko Istanbul,D 87-99,2026-03-13,14.05,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,-20.0,2.0
P011217,Kameron Taylor,Valencia Basket,euroleague,EuroLeague,E2025,2025-11-21,Crvena Zvezda Meridianbet Belgrade,V 76-73,2026-03-13,25.05,12.0,2.0,2.0,100.0,1.0,5.0,20.0,5.0,6.0,83.3,0.0,6.0,6.0,1.0,1.0,2.0,0.0,1.0,-8.0,17.0
